timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
2510,3,8,16,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,5,5,1,0,0,0
2470,2,7,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7
2316,3,7,50,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,0
2177,1,10,64,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2143,3,21,75,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,1
2095,1,20,28,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,1,0,0,-4
1915,1,10,53,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5
1910,2,5,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,22
1863,1,10,12,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,12
1791,1,10,42,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0
1743,3,8,40,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,0,0,1,0
1704,2,6,76,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
1699,3,6,76,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,4,5,1,0,0,0
1606,1,10,17,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,-3
1579,2,13,20,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,0,0,1,-1
1547,3,14,21,1,0,0,0,0,0,0,4,4,1,1,3,4,4,1,5,5,1,0,0,0
1539,1,10,75,0,0,0,0,0,1,0,8,3,1,2,2,8,3,3,4,4,0,1,0,28
1469,2,7,44,0,0,0,0,1,0,0,8,6,1,2,2,8,6,3,4,4,1,0,0,20
1442,1,10,24,0,0,0,0,0,1,0,8,4,1,2,2,8,4,3,4,4,0,1,0,11
1219,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,1
1102,2,7,43,0,0,0,0,0,1,0,8,8,1,2,2,8,8,3,4,4,1,0,0,8
1074,1,10,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
1023,3,5,30,0,0,0,0,1,0,0,7,6,1,1,3,7,6,1,5,5,1,0,0,8
943,2,9,21,0,0,0,0,1,0,0,8,5,1,2,2,8,5,3,4,4,1,0,0,0
938,3,9,21,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,1,0,0,0
926,1,10,75,0,0,0,0,0,1,0,6,5,1,1,3,6,5,2,4,5,1,0,0,18
900,2,3,50,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0
890,3,3,50,0,0,0,0,1,0,0,7,3,1,1,3,7,3,2,4,5,1,0,0,0
878,1,10,90,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,0,1,0,0
833,3,8,88,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,5,5,1,0,0,0
743,1,10,53,0,0,0,1,0,0,0,7,7,1,2,2,7,7,4,3,4,1,0,0,44
615,2,6,6,0,0,0,0,0,1,0,7,5,1,1,3,7,5,3,3,5,0,0,1,0
581,3,6,6,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
493,3,2,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,-4
442,1,10,65,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,55
395,1,10,10,0,0,0,0,1,0,0,6,5,1,3,1,6,5,3,4,4,1,0,0,0
390,2,10,10,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,-5
351,3,15,15,1,0,0,0,0,0,0,4,4,1,1,3,4,4,2,4,5,0,0,1,0
339,1,10,75,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,5
250,3,2,67,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,5,5,1,0,0,0
233,1,10,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5
214,2,5,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
205,3,5,75,0,0,0,0,1,0,0,5,6,1,1,3,5,6,3,2,6,1,0,0,0
98,1,10,86,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,4,5,1,0,0,0
71,1,10,39,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,25
52,1,10,14,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,3
48,2,7,11,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
42,3,7,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,11
36,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,20
29,1,10,55,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,5,5,1,0,0,0
3563,2,8,54,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,1
3527,3,7,53,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,6
3436,1,3,3,0,0,0,0,0,1,0,8,3,2,2,1,8,3,4,3,4,0,1,0,3
3425,1,10,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,24
3301,1,10,34,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0
3254,1,10,17,0,0,0,0,1,0,0,5,4,1,2,2,5,4,3,3,5,1,0,0,0
3250,2,10,17,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,6
3206,3,4,11,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,1
3162,1,10,60,1,0,0,0,0,0,0,6,4,2,1,2,6,4,3,3,5,1,0,0,5
3087,3,3,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,3
3010,2,11,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,2
2975,3,9,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,-4
2930,1,10,86,0,0,0,0,0,1,0,6,3,1,2,2,6,3,3,3,5,0,0,1,10
2848,2,12,78,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5
2801,3,7,73,0,0,0,0,1,0,0,5,4,1,2,2,5,4,2,3,6,1,0,0,0
2788,1,10,62,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2729,1,10,51,0,0,0,0,0,1,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0
2726,2,10,51,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,12
2700,1,10,39,0,1,0,0,0,0,0,6,4,2,2,1,6,4,3,3,5,0,0,1,2
2499,3,9,69,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,13
2460,1,15,61,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0
2453,2,15,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2446,3,15,61,0,0,0,0,1,0,0,4,3,1,1,3,4,3,2,3,6,0,0,1,16
2187,2,3,68,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,29
2119,1,20,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2078,2,20,49,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,7
2037,3,13,42,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,16
2003,1,10,26,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9
1880,2,5,7,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
1855,1,10,82,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5
1841,2,5,77,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,25
1831,1,10,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,8
1824,2,2,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,38
1812,1,6,6,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,1,0,6
1772,2,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,2
1741,3,7,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,8
1649,1,10,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,3
1624,2,7,31,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-1
1579,3,8,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1534,2,7,72,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,13
1456,1,10,46,0,0,0,0,1,0,0,7,3,1,2,2,7,3,3,3,5,0,1,0,8
1386,1,10,21,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,0,1,0,0
1381,2,10,21,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,16
1341,1,5,5,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,0
1241,1,10,68,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,6
1212,2,4,62,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0
1208,3,4,62,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,20
1119,1,15,24,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1113,2,15,24,1,0,0,0,0,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,24
1101,1,10,80,0,0,0,0,0,1,0,6,3,1,2,2,6,3,4,2,5,0,1,0,0
1057,3,7,77,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,0
1033,1,10,52,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1027,2,10,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,9
944,1,10,41,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
938,2,10,41,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
933,3,10,41,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,0,0,1,28
909,1,10,13,0,0,0,0,0,1,0,7,4,2,2,1,7,4,3,4,4,0,0,1,13
841,1,10,47,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13
776,2,8,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4
737,3,4,28,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,9
575,2,9,91,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,0
571,3,9,91,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,0,0,1,0
520,1,10,39,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,20
416,1,9,9,0,1,0,0,0,0,0,9,4,2,2,1,9,4,4,3,4,0,0,1,0
409,2,9,9,0,0,0,0,1,0,0,7,3,1,2,2,7,3,4,2,5,1,0,0,9
278,1,10,52,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,18
145,3,5,29,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,0,0,1,25
120,2,2,2,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0
117,3,2,2,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,3,5,1,0,0,2
114,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,-6
88,2,16,81,0,0,0,0,1,0,0,3,4,1,1,3,3,4,3,2,6,1,0,0,10
83,3,6,71,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,15
64,1,10,56,0,0,0,0,1,0,0,3,4,1,1,3,3,4,3,2,6,1,0,0,0
60,2,10,56,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,0
53,3,10,56,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,17
39,1,5,34,0,0,0,0,1,0,0,3,4,1,1,3,3,4,3,2,6,1,0,0,8
3600,1,10,75,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,0
3555,3,8,73,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,2,7,1,0,0,6
3505,1,15,86,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
3502,2,15,86,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,13
3417,1,10,55,0,0,0,0,0,1,0,6,3,1,1,3,6,3,4,2,5,1,0,0,24
3382,1,10,31,0,0,0,0,1,0,0,6,3,2,1,2,6,3,4,2,5,0,0,1,15
3273,1,10,75,0,0,0,0,1,0,0,8,4,2,1,2,8,4,3,3,5,1,0,0,5
3202,1,10,65,0,1,0,0,0,0,0,7,3,1,2,2,7,3,3,3,5,0,0,1,10
3080,2,9,22,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,2,6,1,0,0,-8
3035,3,17,30,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,0
2867,2,6,46,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
2863,3,6,46,0,0,0,0,1,0,0,7,7,2,1,2,7,7,4,2,5,1,0,0,0
2817,2,6,86,0,0,0,0,1,0,0,7,5,2,2,1,7,5,4,3,4,1,0,0,5
2770,3,1,81,0,0,0,1,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5
2733,1,10,76,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-2
2700,2,12,78,0,0,0,1,0,0,0,7,4,2,1,2,7,4,3,3,5,1,0,0,6
2661,3,6,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,2,7,0,0,1,0
2567,2,14,63,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,8
2524,3,6,55,1,0,0,0,0,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,11
2484,1,10,44,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,15
2343,1,10,18,0,0,0,0,1,0,0,8,4,2,1,2,8,4,4,3,4,1,0,0,6
2276,3,3,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2192,2,6,6,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,5
2150,3,1,1,1,0,0,0,0,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
2098,1,10,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,3
2037,2,17,55,0,0,0,0,1,0,0,8,8,1,1,3,8,8,3,2,6,1,0,0,0
2032,3,17,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,2
1954,2,5,78,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,3,4,1,0,0,4
1912,1,10,74,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,24
1887,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,23
1837,2,5,22,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,3,5,1,0,0,7
1832,1,10,15,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,2,7,1,0,0,0
1825,2,10,15,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,2,7,1,0,0,10
1819,1,5,5,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,5
1807,1,10,60,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
1801,2,3,53,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,42
1773,2,6,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1771,3,6,60,0,0,0,0,1,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,0
1761,1,10,83,0,0,0,0,0,1,0,8,4,1,2,2,8,4,3,3,5,1,0,0,3
1674,3,5,78,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,2,7,1,0,0,0
1657,1,15,81,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,3,4,1,0,0,29
1585,2,3,45,0,1,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,9
1502,2,13,39,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
1428,4,1,27,0,0,0,0,0,1,0,7,7,1,1,3,7,7,4,2,5,1,0,0,2
1336,2,19,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
1293,3,15,30,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,0
1268,1,18,70,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,8
1238,2,10,62,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,2,6,1,0,0,8
1216,3,2,54,0,0,0,0,1,0,0,8,7,1,1,3,8,7,3,2,6,1,0,0,4
1185,1,10,50,0,0,0,0,1,0,0,8,4,1,1,3,8,4,3,2,6,1,0,0,0
1181,2,10,50,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,2,6,1,0,0,5
1137,3,5,45,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,2,7,1,0,0,5
1098,1,10,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1092,2,10,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,1
1048,3,9,21,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,2,7,1,0,0,0
1040,1,10,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,24
1003,1,10,51,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,15
942,1,10,24,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,24
935,1,10,75,0,0,0,0,0,1,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0
900,3,5,70,0,0,0,0,1,0,0,6,5,2,1,2,6,5,3,2,6,0,0,1,-10
842,1,10,30,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
732,1,10,19,0,0,0,0,0,1,0,6,4,2,1,2,6,4,4,3,4,1,0,0,7
694,2,3,12,0,1,0,0,0,0,0,8,2,2,1,2,8,2,4,3,4,1,0,0,10
649,1,10,71,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,4
620,2,6,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5
514,1,10,61,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,4
488,2,6,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10
464,1,10,47,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
455,2,20,57,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,2,7,1,0,0,4
418,3,16,53,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,2,7,1,0,0,5
375,4,11,48,0,0,0,0,1,0,0,4,7,1,1,3,4,7,2,2,7,1,0,0,4
331,2,7,53,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,0
325,1,10,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
295,2,6,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
290,1,10,42,0,0,0,0,1,0,0,8,4,1,1,3,8,4,4,2,5,1,0,0,0
48,1,10,80,0,0,0,0,1,0,0,4,3,1,1,3,4,3,3,1,7,1,0,0,9
30,2,1,71,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,1,7,1,0,0,0
3513,3,4,80,1,0,0,0,0,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,5
3426,2,12,77,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,7
3383,3,5,70,1,0,0,0,0,0,0,7,6,1,1,3,7,6,4,1,6,1,0,0,-9
3150,3,7,90,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,1,6,1,0,0,14
3104,1,10,76,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,0
3100,2,10,76,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,6
3058,3,4,70,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,0
3014,2,6,70,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,45
2792,3,4,4,1,0,0,0,0,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,4
2785,1,10,75,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,0
2629,1,20,52,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,3,4,1,0,0,52
2475,2,9,24,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,3,4,0,1,0,0
2470,3,9,24,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,8
2250,1,10,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2205,3,4,69,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,0
2190,1,10,72,0,0,0,0,0,1,0,7,4,2,2,1,7,4,4,3,4,1,0,0,15
2064,3,11,58,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,0
1870,1,15,62,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,1,6,1,0,0,21
1847,1,10,41,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,4
1831,2,6,37,0,0,0,0,1,0,0,3,4,1,1,3,3,4,4,1,6,1,0,0,7
1819,2,10,30,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,3
1778,1,10,58,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
1758,2,7,55,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,7
1701,2,8,46,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,26
1642,1,15,25,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1638,2,15,25,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,8
1591,3,7,17,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,1,6,1,0,0,17
1505,2,21,83,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,21
1458,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
1409,2,9,61,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1401,3,9,61,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,3,6,0,0,1,-1
1309,2,9,89,0,0,0,0,0,1,0,8,4,2,1,2,8,4,4,3,4,1,0,0,14
1271,1,10,75,0,1,0,0,0,0,0,8,3,2,1,2,8,3,4,3,4,0,1,0,28
1113,2,8,33,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
1108,3,8,33,0,0,0,0,1,0,0,5,6,1,1,3,5,6,4,1,6,0,0,1,-11
900,1,20,21,0,1,0,0,0,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,3
864,2,17,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,18
857,1,10,75,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,75
820,1,20,85,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,1,0,27
737,1,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
733,2,10,39,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,0,0,1,9
511,2,17,17,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
508,3,17,17,0,0,0,0,0,1,0,4,4,1,1,3,4,4,4,2,5,1,0,0,-5
466,1,10,75,0,0,0,0,0,1,0,5,4,1,2,2,5,4,4,2,5,0,0,1,0
462,2,10,75,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,12
427,1,10,63,1,0,0,0,0,0,0,4,3,2,1,2,4,3,4,2,5,1,0,0,7
404,2,3,56,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
401,3,3,56,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,11
376,1,10,45,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,1,6,1,0,0,33
299,2,9,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,6
260,3,3,5,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
157,3,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,15
128,1,10,58,0,0,0,0,0,1,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
123,2,10,58,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,9
90,1,10,46,1,0,0,0,0,0,0,4,3,1,1,3,4,3,4,1,6,1,0,0,0
86,2,10,46,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
78,1,10,31,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,12
52,1,10,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
46,2,10,19,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,4
42,3,6,15,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,6
36,1,9,9,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,7
31,2,7,7,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
25,3,7,7,0,0,0,1,0,0,0,6,6,1,1,3,6,6,4,1,6,1,0,0,0
23,4,12,12,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,-8
3600,1,10,75,0,0,0,0,1,0,0,6,3,1,2,2,6,3,3,4,4,1,0,0,11
3496,3,4,58,0,0,0,0,1,0,0,6,5,1,2,2,6,5,2,4,5,1,0,0,6
3433,1,15,57,0,0,0,0,1,0,0,7,3,1,1,3,7,3,2,4,5,0,0,1,19
3407,1,10,38,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,4,5,1,0,0,6
3160,2,6,6,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,0,0,1,6
