timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained,negative,incompete,positive
2881,3,5,5,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,3,6,1,0,0,5,0,0,1
2874,1,10,75,1,0,0,0,0,0,0,5,4,1,2,2,5,4,3,3,5,1,0,0,0,0,1,0
2833,3,14,79,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,4,6,1,0,0,4,0,0,1
2793,1,10,78,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,9,0,0,1
2700,2,12,68,0,0,0,0,1,0,0,6,4,2,0,3,6,4,2,3,6,1,0,0,9,0,0,1
2575,2,11,56,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,3,6,1,0,0,41,0,0,1
2447,3,3,8,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0,0,1,0
2436,1,10,75,0,1,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,3,0,0,1
2367,3,6,71,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,6,0,0,1
2321,1,10,65,0,0,0,0,0,1,0,7,3,1,1,3,7,3,2,4,5,0,0,1,0,0,1,0
2317,2,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
2248,2,12,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
2210,3,5,49,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,0,0,1,0
2119,3,2,78,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,15,0,0,1
2043,2,2,55,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,3,5,1,0,0,16,0,0,1
2002,1,10,39,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,3,5,0,0,1,0,0,1,0
1954,3,2,31,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,3,6,1,0,0,4,0,0,1
1920,2,9,14,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,11,0,0,1
1862,1,10,78,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,1,0,0,0,0,1,0
1858,2,10,78,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,3,7,1,0,0,0,0,1,0
1852,3,10,78,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,3,7,1,0,0,19,0,0,1
1832,2,10,59,0,0,0,0,1,0,0,3,4,1,1,3,3,4,1,3,7,1,0,0,9,0,0,1
1813,3,1,50,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,0,0,1,0,0,1,0
1764,2,8,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
1729,3,1,69,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,13,0,0,1
1660,2,11,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,0,0,1,0
1655,3,11,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,0,0,1,-13,1,0,0
1553,2,7,51,0,1,0,0,0,0,0,7,5,2,0,3,7,5,3,4,4,1,0,0,8,0,0,1
1406,1,10,91,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4,0,0,1
1361,2,6,87,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
1358,3,6,87,0,0,0,0,1,0,0,4,5,1,1,3,4,5,1,4,6,1,0,0,5,0,0,1
1283,2,8,66,0,0,0,0,1,0,0,6,3,2,0,3,6,3,3,4,4,1,0,0,7,0,0,1
1189,2,13,57,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,30,0,0,1
1101,2,8,25,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1097,3,8,25,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,4,6,1,0,0,0,0,1,0
1082,1,10,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
1076,2,10,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
1041,3,5,64,0,0,0,0,1,0,0,5,3,1,1,3,5,3,1,4,6,1,0,0,11,0,0,1
1010,1,10,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
975,2,10,53,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,27,0,0,1
914,2,5,21,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
909,3,5,21,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,0,0,1,0,0,1,0
902,4,5,21,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,0,0,1,0
900,1,10,79,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,3,5,1,0,0,4,0,0,1
817,3,6,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,4,6,1,0,0,0,0,1,0
779,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
743,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
713,2,5,45,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,0,0,1,0
708,3,5,45,0,0,0,0,1,0,0,5,6,1,1,3,5,6,1,4,6,0,0,1,-4,1,0,0
619,1,10,37,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,7,0,0,1
594,2,3,30,0,0,0,0,1,0,0,4,5,1,1,3,4,5,1,4,6,1,0,0,0,0,1,0
589,3,3,30,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,4,6,1,0,0,0,0,1,0
580,4,3,30,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,4,6,1,0,0,0,0,1,0
504,2,9,39,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,4,4,1,0,0,15,0,0,1
419,2,9,23,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,23,0,0,1
404,1,10,60,0,0,0,0,1,0,0,3,4,1,1,3,3,4,1,3,7,1,0,0,4,0,0,1
342,3,4,54,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,0,0,1,0,0,1,0
3579,2,11,76,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,5,0,0,1
3548,3,6,71,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
3526,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,0,0,1,0
3443,3,9,61,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,0,0,1,0
3353,3,8,8,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,1,0,0,1
3280,1,10,60,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,0,0,1,-2,1,0,0
3247,2,12,62,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,8,0,0,1
3220,3,4,54,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9,0,0,1
3190,1,10,45,0,0,0,0,0,1,0,8,6,1,2,2,8,6,4,3,4,1,0,0,26,0,0,1
3020,1,10,75,0,0,0,0,0,1,0,7,5,1,3,1,7,5,4,3,4,1,0,0,9,0,0,1
2937,3,3,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2920,1,10,80,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-8,1,0,0
2876,2,18,88,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,-1,1,0,0
2839,3,19,89,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,2,0,0,1
2719,1,10,10,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,5,0,0,1
2501,2,3,63,0,0,0,0,0,1,0,8,7,1,2,2,8,7,4,3,4,1,0,0,0,0,1,0
2497,3,3,63,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
2480,1,10,97,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,3,0,0,1
2445,2,7,94,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
2330,1,15,90,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10,0,0,1
2268,2,10,85,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
2265,3,10,85,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
2223,2,6,59,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,0,1,0,7,0,0,1
2057,2,7,21,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,1,0,0,1
2021,3,6,20,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,13,0,0,1
1944,2,7,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1920,3,7,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-8,1,0,0
1896,1,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
1861,3,7,65,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-7,1,0,0
1708,3,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
1692,1,10,74,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,18,0,0,1
1630,2,9,55,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,8,0,0,1
1605,3,1,47,0,1,0,0,0,0,0,8,5,2,2,1,8,5,4,3,4,0,0,1,7,0,0,1
1545,2,7,37,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,-5,1,0,0
1470,3,16,46,0,0,0,0,1,0,0,4,3,1,2,2,4,3,4,2,5,1,0,0,7,0,0,1
1423,1,10,93,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1418,2,10,93,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,6,0,0,1
1374,3,4,87,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,10,0,0,1
1329,1,10,77,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,6,0,0,1
1288,2,4,71,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
1214,2,11,77,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,7,0,0,1
1178,3,4,70,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,6,0,0,1
1070,2,9,52,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1035,3,9,52,1,0,0,0,0,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
991,2,8,89,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,10,0,0,1
946,1,10,79,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0,0,1,0
900,3,11,80,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,-1,1,0,0
833,2,7,62,0,0,0,0,1,0,0,7,4,2,0,3,7,4,4,2,5,1,0,0,43,0,0,1
804,1,10,19,0,0,0,0,1,0,0,7,4,2,0,3,7,4,4,2,5,0,0,1,-4,1,0,0
716,3,12,21,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,10,0,0,1
674,1,5,5,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,0,0,1,0,0,1,0
667,2,5,5,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
660,3,5,5,0,0,0,0,1,0,0,6,8,1,1,3,6,8,4,2,5,1,0,0,0,0,1,0
644,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,-2,1,0,0
614,2,12,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
609,3,12,67,0,0,0,0,1,0,0,5,6,1,1,3,5,6,2,4,5,1,0,0,-8,1,0,0
551,1,10,45,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0,0,1,0
506,3,7,42,0,0,0,0,1,0,0,6,6,2,1,2,6,6,4,2,5,1,0,0,0,0,1,0
490,1,10,89,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,22,0,0,1
467,1,10,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
464,2,10,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,19,0,0,1
435,1,10,48,0,0,0,0,1,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0,0,1,0
429,2,10,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
375,1,10,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
370,2,10,35,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
362,1,10,80,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,12,0,0,1
277,3,5,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,10,0,0,1
230,2,9,52,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,5,0,0,1
225,3,4,47,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,7,0,0,1
35,4,1,20,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,3,4,1,0,0,6,0,0,1
3595,1,10,84,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
3591,2,10,84,0,0,0,1,0,0,0,6,3,1,2,2,6,3,3,3,5,1,0,0,0,0,1,0
3586,3,10,84,1,0,0,0,0,0,0,7,6,2,1,2,7,6,3,3,5,0,0,1,12,0,0,1
3471,3,5,67,1,0,0,0,0,0,0,5,4,1,2,2,5,4,2,3,6,1,0,0,67,0,0,1
3431,2,7,72,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,0,1,0,12,0,0,1
3395,1,10,60,0,0,0,0,1,0,0,7,3,1,1,3,7,3,4,3,4,1,0,0,8,0,0,1
3353,1,10,45,0,0,0,1,0,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,5,0,0,1
3312,2,5,40,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,2,5,1,0,0,0,0,1,0
3310,3,5,40,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0,0,1,0
3297,1,10,88,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4,0,0,1
3225,3,10,88,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,10,0,0,1
3138,1,10,63,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
3132,2,10,63,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,8,0,0,1
3060,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
3054,2,10,50,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
2967,1,10,65,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,6,0,0,1
2935,2,4,59,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,0,1,0,4,0,0,1
2893,1,10,55,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,7,0,0,1
2789,1,15,49,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5,0,0,1
2750,2,10,44,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,9,0,0,1
2700,3,6,40,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,7,0,0,1
2661,1,10,33,0,0,0,0,1,0,0,7,2,1,1,3,7,2,3,3,5,1,0,0,0,0,1,0
2658,2,10,33,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-7,1,0,0
2651,1,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2599,3,4,54,0,0,0,0,1,0,0,6,5,1,2,2,6,5,2,3,6,1,0,0,8,0,0,1
2577,1,10,46,1,0,0,0,0,0,0,6,3,1,2,2,6,3,4,2,5,1,0,0,8,0,0,1
2544,2,2,38,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,19,0,0,1
2498,1,10,19,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,9,0,0,1
2336,2,6,51,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,10,0,0,1
2253,2,3,34,0,0,0,0,1,0,0,6,4,1,3,1,6,4,4,3,4,1,0,0,0,0,1,0
2239,1,4,4,0,0,0,0,0,1,0,8,3,1,2,2,8,3,4,2,5,0,0,1,0,0,1,0
2192,3,2,2,0,0,0,0,1,0,0,7,2,1,1,3,7,2,4,2,5,1,0,0,1,0,0,1
2007,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
2003,2,10,62,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,11,0,0,1
1925,2,6,47,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5,0,0,1
1915,1,10,34,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1874,3,8,32,0,0,0,0,1,0,0,6,5,1,2,2,6,5,3,3,5,1,0,0,0,0,1,0
1864,1,10,75,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9,0,0,1
1857,2,1,66,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,10,0,0,1
1852,1,10,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1730,1,10,64,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,10,0,0,1
1691,1,10,54,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,13,0,0,1
1598,2,15,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-5,1,0,0
1552,3,20,51,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,10,0,0,1
1474,2,8,97,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,8,0,0,1
1438,1,10,89,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1434,2,10,89,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
1431,3,10,89,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,89,0,0,1
1369,2,10,57,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,8,0,0,1
1283,4,3,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,3,0,0,1
1236,1,10,47,0,0,0,0,1,0,0,6,4,1,2,2,6,4,2,4,5,1,0,0,-8,1,0,0
1193,2,18,55,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0,0,1,0
1188,3,18,55,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,9,0,0,1
1108,2,9,91,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,11,0,0,1
1070,1,10,80,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
862,1,10,40,0,0,0,0,0,1,0,7,6,1,2,2,7,6,4,2,5,0,0,1,25,0,0,1
772,2,4,69,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,9,0,0,1
735,1,10,60,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,1,0,0,1
653,3,14,64,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,8,0,0,1
563,2,11,81,0,0,0,0,1,0,0,7,2,2,1,2,7,2,4,3,4,1,0,0,22,0,0,1
423,3,2,51,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,7,0,0,1
76,4,6,29,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
3600,1,10,75,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,3,0,0,1
3578,2,7,72,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,0,1,0,0,0,1,0
3573,3,7,72,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
3259,3,3,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-6,1,0,0
3071,2,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5,0,0,1
3032,3,5,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,2,0,0,1
2744,3,10,62,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,9,0,0,1
2652,2,11,89,0,0,0,0,0,1,0,6,3,1,2,2,6,3,4,3,4,0,0,1,-1,1,0,0
2614,3,12,90,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,-7,1,0,0
2263,3,7,41,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,40,0,0,1
2237,1,10,75,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,3,4,1,0,0,9,0,0,1
2134,1,10,63,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
2059,3,16,69,1,0,0,0,0,0,0,4,3,1,1,3,4,3,2,3,6,1,0,0,9,0,0,1
1917,1,10,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5,0,0,1
1893,2,5,59,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,8,0,0,1
1884,2,5,46,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
1873,1,10,31,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,0,0,1,4,0,0,1
1866,2,6,27,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1863,3,6,27,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
1385,1,10,69,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,18,0,0,1
1250,1,10,38,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
1131,2,12,15,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,6,0,0,1
1090,3,6,9,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5,0,0,1
1016,1,2,2,0,0,0,0,0,1,0,9,6,1,1,3,9,6,4,4,3,1,0,0,2,0,0,1
466,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
423,3,3,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
419,4,3,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
265,1,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,12,0,0,1
237,1,10,63,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,4,5,0,0,1,0,0,1,0
230,2,10,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
223,3,10,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
219,4,10,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
153,1,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,11,0,0,1
118,1,5,52,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,4,5,0,0,1,18,0,0,1
89,1,5,29,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,-10,1,0,0
62,2,15,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,4,0,0,1
42,3,11,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
24,4,4,28,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
3496,1,10,64,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,11,0,0,1
3422,2,12,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,5,0,0,1
3386,3,7,50,1,0,0,0,0,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,0,0,1,0
3376,1,10,83,0,0,0,0,1,0,0,8,5,1,3,1,8,5,4,2,5,1,0,0,0,0,1,0
3330,3,11,84,0,0,0,0,1,0,0,5,6,1,1,3,5,6,2,2,7,1,0,0,0,0,1,0
3316,1,10,59,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,6,0,0,1
3243,3,3,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,8,0,0,1
3206,1,10,44,0,1,0,0,0,0,0,7,6,2,1,2,7,6,5,2,4,1,0,0,9,0,0,1
3089,1,10,33,1,0,0,0,0,0,0,6,4,2,1,2,6,4,5,2,4,1,0,0,2,0,0,1
3057,2,8,31,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,14,0,0,1
3023,1,10,17,0,0,0,0,1,0,0,6,5,2,1,2,6,5,3,4,4,1,0,0,17,0,0,1
2901,1,10,33,0,0,0,0,0,1,0,7,5,1,3,1,7,5,4,2,5,1,0,0,0,0,1,0
2855,3,10,33,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,10,0,0,1
2773,2,9,22,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,0,0,1,0,0,1,0
2762,3,9,22,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,2,7,1,0,0,0,0,1,0
2754,1,10,75,0,0,0,0,1,0,0,6,4,2,0,3,6,4,4,2,5,1,0,0,0,0,1,0
